"fips","county","state","location","year","count"
"01005","Barbour","Alabama","Alabama-Barbour","2005",0
"01005","Barbour","Alabama","Alabama-Barbour","2006",0
"01005","Barbour","Alabama","Alabama-Barbour","2007",0
"01005","Barbour","Alabama","Alabama-Barbour","2008",0
"01005","Barbour","Alabama","Alabama-Barbour","2009",0
"01005","Barbour","Alabama","Alabama-Barbour","2010",0
"01005","Barbour","Alabama","Alabama-Barbour","2011",0
"01005","Barbour","Alabama","Alabama-Barbour","2012",0
"01005","Barbour","Alabama","Alabama-Barbour","2013",0
"01005","Barbour","Alabama","Alabama-Barbour","2014",0
"01005","Barbour","Alabama","Alabama-Barbour","2015",0
"01005","Barbour","Alabama","Alabama-Barbour","2016",0
"01005","Barbour","Alabama","Alabama-Barbour","2017",0
"01005","Barbour","Alabama","Alabama-Barbour","2018",0
"01005","Barbour","Alabama","Alabama-Barbour","2019",0
"01005","Barbour","Alabama","Alabama-Barbour","2020",0
"01005","Barbour","Alabama","Alabama-Barbour","2021",0
"01007","Bibb","Alabama","Alabama-Bibb","2000",0
"01007","Bibb","Alabama","Alabama-Bibb","2001",0
"01007","Bibb","Alabama","Alabama-Bibb","2002",0
"01007","Bibb","Alabama","Alabama-Bibb","2003",0
"01007","Bibb","Alabama","Alabama-Bibb","2004",0
"01007","Bibb","Alabama","Alabama-Bibb","2005",0
"01007","Bibb","Alabama","Alabama-Bibb","2006",0
"01007","Bibb","Alabama","Alabama-Bibb","2007",0
"01007","Bibb","Alabama","Alabama-Bibb","2008",0
"01007","Bibb","Alabama","Alabama-Bibb","2009",0
"01007","Bibb","Alabama","Alabama-Bibb","2010",0
"01007","Bibb","Alabama","Alabama-Bibb","2011",0
"01007","Bibb","Alabama","Alabama-Bibb","2012",0
"01007","Bibb","Alabama","Alabama-Bibb","2013",0
"01007","Bibb","Alabama","Alabama-Bibb","2014",0
"01007","Bibb","Alabama","Alabama-Bibb","2015",1
"01007","Bibb","Alabama","Alabama-Bibb","2016",0
"01007","Bibb","Alabama","Alabama-Bibb","2017",0
"01007","Bibb","Alabama","Alabama-Bibb","2018",0
"01007","Bibb","Alabama","Alabama-Bibb","2019",0
"01007","Bibb","Alabama","Alabama-Bibb","2020",0
"01007","Bibb","Alabama","Alabama-Bibb","2021",1
"01009","Blount","Alabama","Alabama-Blount","2000",0
"01009","Blount","Alabama","Alabama-Blount","2001",0
"01009","Blount","Alabama","Alabama-Blount","2002",0
"01009","Blount","Alabama","Alabama-Blount","2003",0
"01009","Blount","Alabama","Alabama-Blount","2004",0
"01009","Blount","Alabama","Alabama-Blount","2005",0
"01009","Blount","Alabama","Alabama-Blount","2006",0
"01009","Blount","Alabama","Alabama-Blount","2007",0
"01009","Blount","Alabama","Alabama-Blount","2008",0
"01009","Blount","Alabama","Alabama-Blount","2009",0
"01009","Blount","Alabama","Alabama-Blount","2010",0
"01009","Blount","Alabama","Alabama-Blount","2011",0
"01009","Blount","Alabama","Alabama-Blount","2012",0
"01009","Blount","Alabama","Alabama-Blount","2013",0
"01009","Blount","Alabama","Alabama-Blount","2014",0
"01009","Blount","Alabama","Alabama-Blount","2015",0
"01009","Blount","Alabama","Alabama-Blount","2016",0
"01009","Blount","Alabama","Alabama-Blount","2017",0
"01009","Blount","Alabama","Alabama-Blount","2018",0
"01009","Blount","Alabama","Alabama-Blount","2019",0
"01009","Blount","Alabama","Alabama-Blount","2020",0
"01009","Blount","Alabama","Alabama-Blount","2021",0
"01011","Bullock","Alabama","Alabama-Bullock","2000",0
"01011","Bullock","Alabama","Alabama-Bullock","2001",0
"01011","Bullock","Alabama","Alabama-Bullock","2002",0
"01011","Bullock","Alabama","Alabama-Bullock","2003",0
"01011","Bullock","Alabama","Alabama-Bullock","2004",0
"01011","Bullock","Alabama","Alabama-Bullock","2005",0
"01011","Bullock","Alabama","Alabama-Bullock","2006",0
"01011","Bullock","Alabama","Alabama-Bullock","2007",0
"01011","Bullock","Alabama","Alabama-Bullock","2008",0
"01011","Bullock","Alabama","Alabama-Bullock","2009",0
"01011","Bullock","Alabama","Alabama-Bullock","2010",0
"01011","Bullock","Alabama","Alabama-Bullock","2011",0
"01011","Bullock","Alabama","Alabama-Bullock","2012",0
"01011","Bullock","Alabama","Alabama-Bullock","2013",0
"01011","Bullock","Alabama","Alabama-Bullock","2014",0
"01011","Bullock","Alabama","Alabama-Bullock","2015",0
"01011","Bullock","Alabama","Alabama-Bullock","2016",0
"01011","Bullock","Alabama","Alabama-Bullock","2017",1
"01011","Bullock","Alabama","Alabama-Bullock","2018",0
"01011","Bullock","Alabama","Alabama-Bullock","2019",0
"01011","Bullock","Alabama","Alabama-Bullock","2020",0
"01011","Bullock","Alabama","Alabama-Bullock","2021",0
"01013","Butler","Alabama","Alabama-Butler","2000",0
"01013","Butler","Alabama","Alabama-Butler","2001",0
"01013","Butler","Alabama","Alabama-Butler","2002",0
"01013","Butler","Alabama","Alabama-Butler","2003",0
"01013","Butler","Alabama","Alabama-Butler","2004",0
"01013","Butler","Alabama","Alabama-Butler","2005",0
"01013","Butler","Alabama","Alabama-Butler","2006",0
"01013","Butler","Alabama","Alabama-Butler","2007",1
"01013","Butler","Alabama","Alabama-Butler","2008",0
"01013","Butler","Alabama","Alabama-Butler","2009",0
"01013","Butler","Alabama","Alabama-Butler","2010",0
"01013","Butler","Alabama","Alabama-Butler","2011",0
"01013","Butler","Alabama","Alabama-Butler","2012",0
"01013","Butler","Alabama","Alabama-Butler","2013",0
"01013","Butler","Alabama","Alabama-Butler","2014",0
"01013","Butler","Alabama","Alabama-Butler","2015",0
"01013","Butler","Alabama","Alabama-Butler","2016",0
"01013","Butler","Alabama","Alabama-Butler","2017",0
"01013","Butler","Alabama","Alabama-Butler","2018",0
"01013","Butler","Alabama","Alabama-Butler","2019",0
"01013","Butler","Alabama","Alabama-Butler","2020",0
"01013","Butler","Alabama","Alabama-Butler","2021",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2000",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2001",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2002",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2003",1
"01015","Calhoun","Alabama","Alabama-Calhoun","2004",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2005",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2006",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2007",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2008",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2009",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2010",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2011",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2012",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2013",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2014",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2015",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2016",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2017",2
"01015","Calhoun","Alabama","Alabama-Calhoun","2018",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2019",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2020",0
"01015","Calhoun","Alabama","Alabama-Calhoun","2021",0
"01017","Chambers","Alabama","Alabama-Chambers","2000",0
"01017","Chambers","Alabama","Alabama-Chambers","2001",0
"01017","Chambers","Alabama","Alabama-Chambers","2002",1
"01017","Chambers","Alabama","Alabama-Chambers","2003",0
"01017","Chambers","Alabama","Alabama-Chambers","2004",0
"01017","Chambers","Alabama","Alabama-Chambers","2005",0
"01017","Chambers","Alabama","Alabama-Chambers","2006",0
"01017","Chambers","Alabama","Alabama-Chambers","2007",1
"01017","Chambers","Alabama","Alabama-Chambers","2008",0
"01017","Chambers","Alabama","Alabama-Chambers","2009",0
"01017","Chambers","Alabama","Alabama-Chambers","2010",0
"01017","Chambers","Alabama","Alabama-Chambers","2011",0
"01017","Chambers","Alabama","Alabama-Chambers","2012",0
"01017","Chambers","Alabama","Alabama-Chambers","2013",0
"01017","Chambers","Alabama","Alabama-Chambers","2014",0
"01017","Chambers","Alabama","Alabama-Chambers","2015",0
"01017","Chambers","Alabama","Alabama-Chambers","2016",0
"01017","Chambers","Alabama","Alabama-Chambers","2017",0
"01017","Chambers","Alabama","Alabama-Chambers","2018",0
"01017","Chambers","Alabama","Alabama-Chambers","2019",0
"01017","Chambers","Alabama","Alabama-Chambers","2020",0
"01017","Chambers","Alabama","Alabama-Chambers","2021",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2000",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2001",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2002",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2003",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2004",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2005",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2006",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2007",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2008",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2009",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2010",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2011",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2012",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2013",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2014",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2015",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2016",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2017",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2018",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2019",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2020",0
"01019","Cherokee","Alabama","Alabama-Cherokee","2021",0
"01021","Chilton","Alabama","Alabama-Chilton","2000",0
"01021","Chilton","Alabama","Alabama-Chilton","2001",0
"01021","Chilton","Alabama","Alabama-Chilton","2002",0
"01021","Chilton","Alabama","Alabama-Chilton","2003",0
"01021","Chilton","Alabama","Alabama-Chilton","2004",0
"01021","Chilton","Alabama","Alabama-Chilton","2005",0
"01021","Chilton","Alabama","Alabama-Chilton","2006",0
"01021","Chilton","Alabama","Alabama-Chilton","2007",0
"01021","Chilton","Alabama","Alabama-Chilton","2008",0
"01021","Chilton","Alabama","Alabama-Chilton","2009",0
"01021","Chilton","Alabama","Alabama-Chilton","2010",0
"01021","Chilton","Alabama","Alabama-Chilton","2011",0
"01021","Chilton","Alabama","Alabama-Chilton","2012",0
"01021","Chilton","Alabama","Alabama-Chilton","2013",0
"01021","Chilton","Alabama","Alabama-Chilton","2014",0
"01021","Chilton","Alabama","Alabama-Chilton","2015",0
"01021","Chilton","Alabama","Alabama-Chilton","2016",0
"01021","Chilton","Alabama","Alabama-Chilton","2017",3
"01021","Chilton","Alabama","Alabama-Chilton","2018",0
"01021","Chilton","Alabama","Alabama-Chilton","2019",0
"01021","Chilton","Alabama","Alabama-Chilton","2020",0
"01021","Chilton","Alabama","Alabama-Chilton","2021",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2000",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2001",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2002",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2003",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2004",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2005",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2006",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2007",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2008",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2009",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2010",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2011",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2012",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2013",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2014",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2015",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2016",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2017",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2018",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2019",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2020",0
"01023","Choctaw","Alabama","Alabama-Choctaw","2021",0
"01025","Clarke","Alabama","Alabama-Clarke","2000",0
"01025","Clarke","Alabama","Alabama-Clarke","2001",0
"01025","Clarke","Alabama","Alabama-Clarke","2002",0
"01025","Clarke","Alabama","Alabama-Clarke","2003",0
"01025","Clarke","Alabama","Alabama-Clarke","2004",0
"01025","Clarke","Alabama","Alabama-Clarke","2005",0
"01025","Clarke","Alabama","Alabama-Clarke","2006",0
"01025","Clarke","Alabama","Alabama-Clarke","2007",0
"01025","Clarke","Alabama","Alabama-Clarke","2008",0
"01025","Clarke","Alabama","Alabama-Clarke","2009",0
"01025","Clarke","Alabama","Alabama-Clarke","2010",0
"01025","Clarke","Alabama","Alabama-Clarke","2011",0
"01025","Clarke","Alabama","Alabama-Clarke","2012",0
"01025","Clarke","Alabama","Alabama-Clarke","2013",0
"01025","Clarke","Alabama","Alabama-Clarke","2014",0
"01025","Clarke","Alabama","Alabama-Clarke","2015",0
"01025","Clarke","Alabama","Alabama-Clarke","2016",0
"01025","Clarke","Alabama","Alabama-Clarke","2017",0
"01025","Clarke","Alabama","Alabama-Clarke","2018",0
"01025","Clarke","Alabama","Alabama-Clarke","2019",0
"01025","Clarke","Alabama","Alabama-Clarke","2020",0
"01025","Clarke","Alabama","Alabama-Clarke","2021",0
"01027","Clay","Alabama","Alabama-Clay","2000",0
"01027","Clay","Alabama","Alabama-Clay","2001",0
"01027","Clay","Alabama","Alabama-Clay","2002",0
"01027","Clay","Alabama","Alabama-Clay","2003",0
"01027","Clay","Alabama","Alabama-Clay","2004",0
"01027","Clay","Alabama","Alabama-Clay","2005",0
"01027","Clay","Alabama","Alabama-Clay","2006",0
"01027","Clay","Alabama","Alabama-Clay","2007",0
"01027","Clay","Alabama","Alabama-Clay","2008",0
"01027","Clay","Alabama","Alabama-Clay","2009",0
"01027","Clay","Alabama","Alabama-Clay","2010",0
"01027","Clay","Alabama","Alabama-Clay","2011",0
"01027","Clay","Alabama","Alabama-Clay","2012",0
"01027","Clay","Alabama","Alabama-Clay","2013",0
"01027","Clay","Alabama","Alabama-Clay","2014",0
"01027","Clay","Alabama","Alabama-Clay","2015",0
"01027","Clay","Alabama","Alabama-Clay","2016",0
"01027","Clay","Alabama","Alabama-Clay","2017",0
"01027","Clay","Alabama","Alabama-Clay","2018",0
"01027","Clay","Alabama","Alabama-Clay","2019",0
"01027","Clay","Alabama","Alabama-Clay","2020",0
"01027","Clay","Alabama","Alabama-Clay","2021",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2000",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2001",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2002",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2003",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2004",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2005",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2006",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2007",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2008",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2009",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2010",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2011",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2012",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2013",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2014",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2015",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2016",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2017",1
"01029","Cleburne","Alabama","Alabama-Cleburne","2018",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2019",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2020",0
"01029","Cleburne","Alabama","Alabama-Cleburne","2021",0
"01031","Coffee","Alabama","Alabama-Coffee","2000",0
"01031","Coffee","Alabama","Alabama-Coffee","2001",0
"01031","Coffee","Alabama","Alabama-Coffee","2002",1
"01031","Coffee","Alabama","Alabama-Coffee","2003",0
"01031","Coffee","Alabama","Alabama-Coffee","2004",0
"01031","Coffee","Alabama","Alabama-Coffee","2005",0
"01031","Coffee","Alabama","Alabama-Coffee","2006",0
"01031","Coffee","Alabama","Alabama-Coffee","2007",0
"01031","Coffee","Alabama","Alabama-Coffee","2008",0
"01031","Coffee","Alabama","Alabama-Coffee","2009",0
"01031","Coffee","Alabama","Alabama-Coffee","2010",0
"01031","Coffee","Alabama","Alabama-Coffee","2011",0
"01031","Coffee","Alabama","Alabama-Coffee","2012",1
"01031","Coffee","Alabama","Alabama-Coffee","2013",0
"01031","Coffee","Alabama","Alabama-Coffee","2014",0
"01031","Coffee","Alabama","Alabama-Coffee","2015",0
"01031","Coffee","Alabama","Alabama-Coffee","2016",0
"01031","Coffee","Alabama","Alabama-Coffee","2017",0
"01031","Coffee","Alabama","Alabama-Coffee","2018",0
"01031","Coffee","Alabama","Alabama-Coffee","2019",0
"01031","Coffee","Alabama","Alabama-Coffee","2020",0
"01031","Coffee","Alabama","Alabama-Coffee","2021",0
"01033","Colbert","Alabama","Alabama-Colbert","2000",0
"01033","Colbert","Alabama","Alabama-Colbert","2001",0
"01033","Colbert","Alabama","Alabama-Colbert","2002",0
"01033","Colbert","Alabama","Alabama-Colbert","2003",0
"01033","Colbert","Alabama","Alabama-Colbert","2004",0
"01033","Colbert","Alabama","Alabama-Colbert","2005",0
"01033","Colbert","Alabama","Alabama-Colbert","2006",0
"01033","Colbert","Alabama","Alabama-Colbert","2007",0
"01033","Colbert","Alabama","Alabama-Colbert","2008",0
"01033","Colbert","Alabama","Alabama-Colbert","2009",0
"01033","Colbert","Alabama","Alabama-Colbert","2010",0
"01033","Colbert","Alabama","Alabama-Colbert","2011",0
"01033","Colbert","Alabama","Alabama-Colbert","2012",0
"01033","Colbert","Alabama","Alabama-Colbert","2013",0
"01033","Colbert","Alabama","Alabama-Colbert","2014",0
"01033","Colbert","Alabama","Alabama-Colbert","2015",0
"01033","Colbert","Alabama","Alabama-Colbert","2016",0
"01033","Colbert","Alabama","Alabama-Colbert","2017",1
"01033","Colbert","Alabama","Alabama-Colbert","2018",0
"01033","Colbert","Alabama","Alabama-Colbert","2019",0
"01033","Colbert","Alabama","Alabama-Colbert","2020",0
"01033","Colbert","Alabama","Alabama-Colbert","2021",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2000",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2001",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2002",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2003",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2004",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2005",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2006",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2007",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2008",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2009",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2010",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2011",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2012",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2013",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2014",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2015",1
"01035","Conecuh","Alabama","Alabama-Conecuh","2016",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2017",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2018",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2019",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2020",0
"01035","Conecuh","Alabama","Alabama-Conecuh","2021",0
"01037","Coosa","Alabama","Alabama-Coosa","2000",0
"01037","Coosa","Alabama","Alabama-Coosa","2001",0
"01037","Coosa","Alabama","Alabama-Coosa","2002",0
"01037","Coosa","Alabama","Alabama-Coosa","2003",0
"01037","Coosa","Alabama","Alabama-Coosa","2004",0
"01037","Coosa","Alabama","Alabama-Coosa","2005",0
"01037","Coosa","Alabama","Alabama-Coosa","2006",0
"01037","Coosa","Alabama","Alabama-Coosa","2007",0
"01037","Coosa","Alabama","Alabama-Coosa","2008",0
"01037","Coosa","Alabama","Alabama-Coosa","2009",0
"01037","Coosa","Alabama","Alabama-Coosa","2010",0
"01037","Coosa","Alabama","Alabama-Coosa","2011",0
"01037","Coosa","Alabama","Alabama-Coosa","2012",0
"01037","Coosa","Alabama","Alabama-Coosa","2013",0
"01037","Coosa","Alabama","Alabama-Coosa","2014",0
"01037","Coosa","Alabama","Alabama-Coosa","2015",0
"01037","Coosa","Alabama","Alabama-Coosa","2016",0
"01037","Coosa","Alabama","Alabama-Coosa","2017",0
"01037","Coosa","Alabama","Alabama-Coosa","2018",0
"01037","Coosa","Alabama","Alabama-Coosa","2019",0
"01037","Coosa","Alabama","Alabama-Coosa","2020",0
"01037","Coosa","Alabama","Alabama-Coosa","2021",0
"01039","Covington","Alabama","Alabama-Covington","2000",0
"01039","Covington","Alabama","Alabama-Covington","2001",0
"01039","Covington","Alabama","Alabama-Covington","2002",0
"01039","Covington","Alabama","Alabama-Covington","2003",0
"01039","Covington","Alabama","Alabama-Covington","2004",0
"01039","Covington","Alabama","Alabama-Covington","2005",0
"01039","Covington","Alabama","Alabama-Covington","2006",0
"01039","Covington","Alabama","Alabama-Covington","2007",0
"01039","Covington","Alabama","Alabama-Covington","2008",0
"01039","Covington","Alabama","Alabama-Covington","2009",0
"01039","Covington","Alabama","Alabama-Covington","2010",0
"01039","Covington","Alabama","Alabama-Covington","2011",0
"01039","Covington","Alabama","Alabama-Covington","2012",0
"01039","Covington","Alabama","Alabama-Covington","2013",0
"01039","Covington","Alabama","Alabama-Covington","2014",0
"01039","Covington","Alabama","Alabama-Covington","2015",0
"01039","Covington","Alabama","Alabama-Covington","2016",0
"01039","Covington","Alabama","Alabama-Covington","2017",1
"01039","Covington","Alabama","Alabama-Covington","2018",0
"01039","Covington","Alabama","Alabama-Covington","2019",0
"01039","Covington","Alabama","Alabama-Covington","2020",0
"01039","Covington","Alabama","Alabama-Covington","2021",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2000",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2001",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2002",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2003",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2004",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2005",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2006",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2007",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2008",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2009",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2010",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2011",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2012",1
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2013",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2014",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2015",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2016",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2017",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2018",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2019",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2020",0
"01041","Crenshaw","Alabama","Alabama-Crenshaw","2021",0
"01043","Cullman","Alabama","Alabama-Cullman","2000",0
"01043","Cullman","Alabama","Alabama-Cullman","2001",0
"01043","Cullman","Alabama","Alabama-Cullman","2002",0
"01043","Cullman","Alabama","Alabama-Cullman","2003",0
"01043","Cullman","Alabama","Alabama-Cullman","2004",0
"01043","Cullman","Alabama","Alabama-Cullman","2005",0
"01043","Cullman","Alabama","Alabama-Cullman","2006",0
"01043","Cullman","Alabama","Alabama-Cullman","2007",0
"01043","Cullman","Alabama","Alabama-Cullman","2008",0
"01043","Cullman","Alabama","Alabama-Cullman","2009",0
"01043","Cullman","Alabama","Alabama-Cullman","2010",0
"01043","Cullman","Alabama","Alabama-Cullman","2011",0
"01043","Cullman","Alabama","Alabama-Cullman","2012",0
